date,type,category,amount
2024-10-24,credit,refunds,2264.27
2024-11-06,credit,investments returns,4166.33
2025-01-17,credit,refunds,3689.68
2025-02-16,credit,investments returns,3762.26
2025-03-06,debit,medical,3704.35
2024-06-24,credit,refunds,4191.13
2024-06-04,debit,medical,4665.88
2024-10-30,credit,gambling,123.83
2024-12-31,debit,medical,3930.65
2024-08-18,debit,shopping,4305.25
2024-11-13,debit,finance,2232.44
2024-07-18,debit,shopping,4095.05
2024-09-26,credit,refunds,3458.99
2024-10-31,credit,gambling,3279.29
2025-02-21,credit,gambling,3388.74
2024-08-07,debit,shopping,4082.78
2024-05-12,debit,shopping,273.14
2024-06-22,credit,bank transfer,1753.11
2024-09-23,credit,bank transfer,1874.07
2025-04-24,credit,bank transfer,3361.45
2024-05-09,debit,personal,4127.37
2024-12-18,debit,gambling,2075.7
2024-11-14,debit,gambling,70.36
2025-03-08,credit,salary,2449.39
2024-09-17,credit,gambling,3360.23
2024-10-04,credit,investments returns,3256.89
2025-01-29,credit,refunds,1823.17
2025-03-17,credit,bank transfer,1026.6
2025-04-06,credit,government benefits,2332.87
2024-12-22,credit,refunds,4283.96
2024-11-10,credit,bank transfer,2203.12
2024-10-20,debit,gambling,3474.51
2024-08-04,debit,medical,4825.21
2024-09-24,credit,gambling,1219.95
2024-11-15,debit,education,1863.7
2025-02-14,credit,government benefits,2312.59
2024-12-12,credit,investments returns,2165.4
2024-05-23,credit,bank transfer,1434.05
2024-12-17,debit,finance,4867.18
2025-04-02,credit,gambling,3464.66
2024-07-18,debit,gambling,2003.62
2025-02-14,credit,bank transfer,2612.45
2025-05-02,debit,education,2717.99
2024-08-13,credit,bank transfer,1217.56
2024-11-12,credit,investments returns,4735.76
2024-12-16,credit,gambling,480.56
2024-06-13,debit,finance,2122.71
2024-10-17,credit,salary,4999.64
2025-03-13,credit,salary,1056.25
2025-02-16,credit,government benefits,4577.58
2025-01-02,debit,education,3790.21
2024-07-29,credit,investments returns,2179.09
2025-03-17,credit,salary,1730.06
2024-06-29,credit,salary,3619.11
2024-07-03,credit,gambling,1196.32
2024-09-23,debit,medical,341.17
2024-06-29,debit,education,63.85
2025-04-05,debit,education,4138.09
2024-05-13,debit,medical,4096.52
2025-04-08,debit,finance,3321.56
2025-01-31,debit,gambling,1000.47
2024-12-29,debit,medical,3394.73
2024-05-19,credit,government benefits,4541.12
2025-04-26,debit,gambling,687.52
2024-12-15,debit,finance,4688.19
2024-06-09,debit,personal,203.3
2024-05-09,credit,investments returns,4486.93
2024-07-19,credit,salary,3085.09
2024-06-22,credit,government benefits,1970.23
2024-11-05,credit,government benefits,1138.35
2024-11-27,credit,bank transfer,4101.42
2025-01-27,debit,education,429.08
2025-05-01,debit,gambling,807.78
2024-09-14,credit,salary,2108.97
2025-03-01,credit,bank transfer,2992.71
2024-11-08,debit,medical,2904.97
2024-07-11,credit,bank transfer,4461.05
2024-05-09,debit,personal,4655.23
2025-01-12,credit,government benefits,3295.86
2024-07-30,credit,investments returns,2672.62
2024-11-30,credit,salary,3604.17
2025-02-19,debit,personal,4420.13
2025-04-11,credit,salary,3267.76
2024-12-22,credit,salary,4220.29
2024-10-01,debit,education,1434.95
2024-07-05,debit,medical,2647.43
2025-02-22,credit,salary,4153.75
2024-11-12,debit,gambling,4979.39
2025-05-06,debit,gambling,2194.41
2025-01-02,credit,refunds,2008.93
2024-07-06,debit,education,2685.69
2024-06-22,debit,personal,2603.79
2025-01-27,credit,government benefits,2723.59
2024-06-30,credit,gambling,2409.88
2024-12-21,credit,bank transfer,1016.87
2024-11-20,credit,refunds,334.7
2025-01-10,debit,education,3532.22
2024-07-15,debit,gambling,305.37
2024-09-05,credit,gambling,2340.79
2024-12-04,debit,gambling,1119.61
2025-03-29,debit,education,607.54
2025-03-01,credit,bank transfer,3010.26
2024-10-22,debit,education,1542.24
2024-09-23,credit,refunds,652.03
2024-09-09,debit,education,127.05
2024-08-15,debit,medical,4438.16
2025-02-05,credit,bank transfer,3898.22
2025-01-06,debit,finance,4829.41
2024-11-23,credit,salary,3931.22
2025-02-03,debit,finance,2989.47
2024-07-27,debit,gambling,148.27
2025-04-27,debit,medical,1227.84
2024-07-28,debit,personal,3559.12
2025-04-11,credit,investments returns,4846.57
2024-10-06,debit,education,2954.25
2024-08-06,debit,medical,4901.84
2024-10-09,credit,investments returns,50.66
2024-07-21,credit,gambling,2873.55
2025-05-02,credit,salary,143.4
2025-04-30,debit,finance,2858.36
2025-02-16,debit,personal,3935.08
2024-11-28,credit,bank transfer,3544.48
2025-01-25,debit,medical,1098.92
2024-08-08,debit,finance,4995.46
2024-06-17,debit,medical,3992.56
2024-09-28,debit,shopping,1154.67
2025-03-03,debit,medical,4405.63
2024-06-13,debit,education,3615.4
2024-12-29,debit,shopping,3715.35
2024-11-09,debit,education,1886.05
2024-09-21,credit,investments returns,266.01
2024-06-16,credit,government benefits,1794.0
2025-03-01,credit,refunds,2962.34
2024-10-02,credit,investments returns,2357.37
2024-10-26,credit,bank transfer,20.21
2024-09-12,debit,education,2166.91
2024-05-08,credit,salary,1855.57
2024-07-24,credit,salary,3366.08
2024-07-20,debit,medical,856.13
2024-09-04,credit,refunds,926.94
2024-05-31,credit,government benefits,4934.09
2024-06-30,debit,shopping,936.29
2025-03-29,debit,education,4231.13
2024-05-13,credit,refunds,464.66
2024-10-30,credit,investments returns,1991.37
2024-12-01,credit,salary,239.89
2024-12-14,credit,bank transfer,401.92
2024-11-15,debit,finance,1258.64
2025-01-02,debit,personal,4348.08
2024-08-06,debit,gambling,562.32
2025-01-07,credit,refunds,1334.47
2024-05-28,credit,gambling,2965.71
2025-03-29,credit,bank transfer,4102.96
2024-09-09,debit,personal,4926.01
2024-10-06,debit,education,3505.17
2025-05-07,debit,medical,4788.88
2024-11-10,debit,shopping,2396.69
2025-03-15,debit,medical,2651.45
2025-03-16,debit,finance,3653.4
2024-09-11,debit,gambling,2185.38
2025-03-13,credit,bank transfer,241.65
2024-07-02,credit,gambling,1016.72
2024-06-05,credit,refunds,2417.7
2025-01-16,credit,refunds,4513.83
2024-09-06,credit,government benefits,1170.96
2024-05-22,credit,government benefits,1247.14
2024-05-15,debit,personal,1233.2
2025-02-20,debit,gambling,2502.1
2025-02-04,debit,education,3856.91
2025-02-09,credit,bank transfer,277.2
2024-09-10,debit,gambling,4319.42
2024-11-17,credit,salary,3127.01
2024-10-24,credit,refunds,4591.36
2025-01-07,debit,medical,165.46
2024-06-06,credit,gambling,10.07
2024-10-16,debit,medical,272.29
2024-05-22,credit,investments returns,3214.44
2024-11-07,debit,gambling,1966.0
2024-11-28,debit,education,1910.02
2024-11-23,debit,shopping,3538.02
2024-08-31,credit,bank transfer,4407.36
2025-03-18,debit,finance,3436.32
2024-07-30,credit,refunds,2544.27
2025-02-04,credit,investments returns,3619.98
2025-02-04,credit,bank transfer,619.59
2024-10-19,debit,shopping,4477.1
2024-08-29,credit,investments returns,1141.13
2025-02-16,credit,salary,2899.05
2024-11-06,credit,refunds,3760.41
2024-07-19,debit,finance,1600.48
2025-04-14,debit,personal,110.57
2025-01-09,debit,education,799.15
2024-06-18,credit,bank transfer,2353.48
2025-01-09,credit,government benefits,2936.5
2025-01-10,credit,gambling,1178.06
2024-11-02,credit,bank transfer,1166.76
2024-11-03,credit,investments returns,2277.18
2024-12-29,debit,shopping,2914.6
2024-05-21,credit,refunds,1388.1
2024-07-02,debit,shopping,82.39
2024-06-24,credit,salary,2379.88
2024-08-17,debit,education,4151.58
2024-05-28,credit,refunds,4200.09
2025-01-28,credit,salary,2810.65
2024-06-12,debit,medical,4677.3
2024-06-15,debit,finance,2925.34
2025-02-11,credit,government benefits,2101.66
2024-11-08,debit,personal,4461.11
2024-08-07,credit,government benefits,452.75
2024-09-17,credit,bank transfer,650.04
2024-10-26,debit,shopping,2388.06
2025-02-03,credit,salary,3854.33
2025-03-11,debit,medical,2531.62
2024-12-29,credit,salary,1330.21
2024-09-30,credit,investments returns,1263.86
2025-03-31,credit,investments returns,1855.35
2025-01-02,credit,investments returns,2966.03
2024-09-13,credit,gambling,4950.08
2024-11-23,credit,bank transfer,3930.64
2025-04-09,credit,investments returns,2292.96
2024-11-07,debit,medical,4583.03
2025-04-22,credit,refunds,4699.92
2024-09-18,credit,government benefits,1803.37
2024-10-26,debit,shopping,3906.0
2024-05-27,debit,education,3582.26
2024-11-26,credit,bank transfer,4152.85
2025-03-22,debit,personal,4614.28
2024-05-25,debit,personal,1803.23
2024-11-26,credit,salary,100.78
2025-01-20,debit,medical,1703.13
2024-05-17,debit,medical,3172.95
2024-11-03,debit,finance,1882.91
2024-11-15,debit,medical,1939.47
2024-12-20,credit,investments returns,1508.82
2024-11-10,credit,refunds,4973.75
2024-11-13,credit,government benefits,2331.59
2024-05-16,debit,medical,997.54
2024-07-10,debit,medical,1550.98
2025-04-14,credit,bank transfer,3103.75
2024-05-21,debit,medical,37.22
2024-05-07,debit,shopping,4204.59
2024-07-13,debit,education,4740.34
2024-08-21,credit,bank transfer,3034.98
2024-07-03,debit,shopping,1433.91
2024-10-28,credit,gambling,1824.05
2025-01-29,debit,finance,3866.22
2025-02-18,credit,government benefits,1856.34
2024-09-06,debit,education,1914.35
2025-03-26,debit,personal,1129.81
2024-10-14,credit,government benefits,182.02
2024-10-17,credit,gambling,4610.82
2024-12-28,credit,refunds,426.1
2024-12-21,debit,medical,4185.49
2024-09-22,credit,bank transfer,1298.3
2024-08-15,credit,investments returns,3960.16
2024-05-23,debit,shopping,95.17
2024-06-12,debit,finance,3490.27
2024-10-04,debit,finance,4940.23
2024-11-18,debit,finance,2421.38
2024-08-24,debit,education,1175.7
2024-10-29,debit,personal,2149.56
2024-08-27,credit,bank transfer,2862.29
2025-01-02,debit,personal,3930.65
2024-07-04,credit,bank transfer,746.3
2024-11-03,credit,investments returns,4438.7
2024-09-30,credit,government benefits,3650.31
2025-04-07,credit,gambling,2191.47
2025-03-21,credit,investments returns,3516.98
2024-12-05,credit,gambling,1506.4
2025-05-07,credit,government benefits,2077.84
2025-05-01,credit,government benefits,3069.38
2024-10-07,debit,gambling,3694.88
2025-02-10,debit,shopping,336.83
2024-12-14,credit,refunds,3449.92
2025-03-05,credit,bank transfer,3506.73
2024-09-14,credit,government benefits,3116.54
2024-11-16,credit,investments returns,3077.08
2024-10-31,debit,education,4911.89
2024-09-20,credit,bank transfer,1986.6
2024-10-30,credit,refunds,917.49
2024-08-16,credit,salary,3512.14
2024-10-28,credit,gambling,790.07
2025-01-13,debit,finance,1267.35
2025-04-15,debit,education,2080.33
2024-11-09,credit,refunds,3632.95
2024-07-26,debit,medical,4504.61
2025-01-19,debit,education,1509.96
2024-09-02,credit,salary,4691.63
2025-01-03,debit,education,1335.53
2024-06-29,credit,government benefits,4950.33
2025-02-09,credit,investments returns,2734.97
2024-10-11,credit,refunds,2345.39
2024-08-16,credit,investments returns,3371.92
2024-07-20,credit,government benefits,586.95
2024-10-20,credit,government benefits,2420.45
2024-05-14,debit,finance,467.03
2024-08-26,debit,finance,423.38
2024-10-24,credit,refunds,657.94
2024-11-22,credit,investments returns,4937.35
2024-05-13,credit,government benefits,410.43
2024-10-03,debit,medical,3719.01
2024-09-15,debit,medical,1382.07
2024-07-31,credit,gambling,97.94
2024-09-12,credit,investments returns,1444.59
2024-08-24,credit,gambling,3725.96
2024-08-09,debit,personal,199.62
2024-08-30,credit,investments returns,4160.62
2024-07-02,debit,gambling,3762.37
2025-03-13,credit,salary,2561.7
2025-02-11,debit,shopping,1127.98
2025-03-24,debit,shopping,970.85
2025-01-23,credit,refunds,3333.92
2025-03-29,credit,government benefits,1854.08
2024-09-09,debit,medical,1968.19
2025-04-27,debit,education,4121.13
2024-12-27,debit,finance,2608.08
2024-07-20,credit,salary,3702.01
2024-06-22,debit,shopping,3640.88
2025-04-01,credit,bank transfer,4792.38
2024-08-31,credit,bank transfer,1736.37
2025-05-05,debit,medical,510.06
2024-05-23,credit,government benefits,1709.26
2024-08-04,debit,gambling,2988.9
2025-04-23,credit,refunds,3244.83
2024-06-24,debit,finance,1486.72
2025-04-27,credit,government benefits,4795.9
2024-07-03,debit,personal,1692.7
2024-11-25,credit,gambling,3079.12
2025-02-14,credit,bank transfer,1881.35
2024-06-13,debit,gambling,2924.95
2025-04-26,credit,refunds,3363.49
2024-06-16,debit,gambling,3908.99
2025-04-05,credit,salary,965.72
2024-06-02,credit,salary,4923.92
2024-11-21,credit,investments returns,2794.93
2024-07-27,debit,shopping,1844.98
2024-11-16,debit,personal,582.26
2024-07-05,credit,government benefits,3096.71
2025-04-24,debit,personal,2495.17
2024-08-08,credit,gambling,4625.07
2025-04-15,debit,shopping,2943.54
2025-02-21,credit,bank transfer,2034.03
2024-06-10,debit,education,281.57
2024-10-05,debit,finance,3440.48
2024-07-02,credit,bank transfer,2493.29
2024-06-16,debit,finance,3555.67
2025-04-03,debit,education,1102.29
2024-12-16,credit,gambling,2677.45
2025-02-22,credit,gambling,4665.19
2025-02-18,debit,gambling,2150.17
2024-09-07,credit,bank transfer,4652.5
2024-09-07,credit,refunds,4782.91
2024-07-28,debit,finance,133.09
2024-11-01,credit,bank transfer,2042.69
2025-03-05,debit,shopping,567.02
2025-01-19,debit,shopping,393.32
2025-03-21,debit,gambling,2842.37
2024-05-19,debit,finance,397.61
2025-04-01,debit,shopping,114.53
2024-06-11,debit,education,4272.19
2025-02-06,credit,salary,2268.82
2024-12-13,debit,shopping,4087.68
2025-03-07,credit,gambling,2002.25
2024-09-15,credit,salary,4589.52
2025-01-11,credit,gambling,1913.66
2024-08-04,debit,medical,3333.44
2024-07-31,debit,gambling,4025.78
2024-06-19,debit,finance,2710.45
2024-08-23,credit,government benefits,2973.33
2024-05-27,debit,shopping,959.55
2025-01-30,credit,salary,4694.27
2024-11-27,credit,bank transfer,973.33
2024-09-21,debit,education,4568.98
2025-01-19,debit,gambling,1014.61
2024-11-05,credit,refunds,635.13
2025-01-05,debit,finance,3954.93
2024-06-23,credit,salary,688.2
2024-07-24,debit,finance,4463.96
2024-09-02,debit,gambling,3819.88
2025-03-29,debit,medical,3182.16
2024-12-27,credit,investments returns,4906.86
2025-03-25,credit,investments returns,2873.33
2025-04-26,debit,gambling,2331.65
2024-06-17,debit,personal,2570.07
2024-06-20,debit,finance,2658.23
2024-08-01,debit,finance,2800.09
2025-03-23,debit,gambling,2590.01
2024-08-12,credit,salary,2950.05
2024-10-07,credit,gambling,3603.39
2024-05-14,credit,investments returns,4090.38
2024-06-05,debit,medical,2824.36
2024-07-25,credit,salary,3442.2
2024-12-09,credit,salary,1726.53
2025-03-18,credit,government benefits,2569.66
2025-02-19,debit,gambling,88.49
2025-01-07,debit,education,3915.55
2025-01-10,debit,personal,2783.41
2024-06-27,credit,bank transfer,345.31
2024-11-22,debit,gambling,1053.66
2024-08-10,debit,finance,2618.9
2025-04-04,credit,government benefits,3922.9
2024-11-29,debit,personal,1594.52
2025-01-01,credit,government benefits,4487.27
2025-02-12,debit,education,1393.82
2024-05-14,debit,medical,490.48
2025-02-08,debit,gambling,3164.22
2024-08-25,credit,investments returns,3148.22
2024-07-17,debit,shopping,1503.8
2024-11-25,credit,salary,1349.88
2025-01-03,debit,shopping,2625.6
2024-11-13,credit,gambling,3976.81
2024-07-15,credit,salary,327.74
2025-03-06,debit,gambling,187.15
2025-03-18,credit,government benefits,1311.47
2025-03-15,credit,government benefits,995.94
2024-08-07,debit,finance,2144.53
2024-08-14,debit,personal,444.19
2024-10-13,credit,gambling,4433.03
2024-07-29,debit,gambling,4586.85
2024-09-29,debit,shopping,2345.34
2024-11-20,debit,medical,2888.83
2024-08-09,debit,finance,3446.14
2024-07-25,credit,refunds,4276.89
2024-09-02,debit,finance,4681.67
2025-04-12,credit,investments returns,2421.3
2024-08-01,debit,finance,251.75
2024-06-13,credit,investments returns,2740.61
2024-09-16,credit,gambling,2452.37
2024-06-16,credit,gambling,2874.85
2025-04-23,debit,gambling,3127.13
2025-02-08,debit,personal,1838.24
2024-10-25,credit,government benefits,1721.34
2024-08-31,credit,investments returns,4959.11
2025-02-06,credit,salary,91.04
2025-04-17,debit,education,1699.81
2025-03-13,credit,refunds,523.33
2024-11-28,debit,gambling,4902.24
2025-02-28,credit,gambling,4715.49
2024-12-28,credit,government benefits,1737.59
2024-12-11,credit,salary,329.1
2024-06-06,credit,government benefits,42.21
2024-05-26,debit,education,742.14
2025-04-20,debit,education,4931.81
2025-03-05,credit,bank transfer,577.9
2025-01-22,debit,shopping,165.47
2025-01-07,credit,salary,2398.56
2024-09-15,debit,gambling,4475.99
2025-02-22,debit,gambling,2907.96
2024-08-20,debit,finance,329.35
2025-04-29,credit,refunds,2775.65
2024-06-03,credit,bank transfer,2729.53
2025-02-15,debit,medical,4775.93
2025-03-23,credit,salary,184.36
2024-07-18,credit,salary,386.4
2024-08-20,debit,shopping,3891.66
2024-06-15,debit,medical,1309.02
2025-04-12,debit,finance,4350.86
2025-02-22,credit,gambling,3763.44
2024-10-26,debit,medical,3586.78
2025-01-20,debit,medical,3398.44
2025-02-28,credit,investments returns,711.61
2024-12-04,debit,personal,179.11
2025-03-01,credit,investments returns,3682.1
2025-03-02,credit,bank transfer,4844.35
2025-02-02,debit,shopping,1543.7
2024-08-04,credit,investments returns,1273.53
2024-08-10,debit,personal,79.02
2024-09-06,credit,bank transfer,3399.16
2025-01-08,credit,refunds,4585.24
2025-04-13,debit,medical,1965.92
2024-12-18,credit,refunds,3847.31
2025-03-20,debit,personal,4570.73
2024-12-22,debit,finance,3978.75
2025-02-19,debit,finance,3475.6
2024-08-16,credit,bank transfer,3183.4
2024-07-02,credit,salary,4655.66
2025-01-18,debit,gambling,3656.05
2024-07-18,credit,gambling,2150.36
2024-05-12,credit,investments returns,3207.25
2024-09-02,debit,shopping,2476.99
2025-01-29,debit,shopping,3316.1
2024-08-27,credit,salary,1294.11
2024-11-05,credit,gambling,3374.34
2025-03-23,credit,government benefits,4847.72
2024-05-15,credit,investments returns,4300.34
2025-02-11,debit,personal,4690.33
2024-11-25,debit,education,265.45
2024-10-13,credit,gambling,372.68
2024-10-03,debit,education,1648.72
2024-08-02,debit,medical,2573.95
2025-01-23,credit,refunds,41.1
2024-07-29,credit,salary,1854.24
2025-02-27,debit,medical,1715.7
2024-09-15,credit,investments returns,1647.18
2024-06-28,debit,medical,733.42
2024-06-22,debit,shopping,2460.94
2024-07-08,credit,investments returns,462.3
2025-04-30,credit,refunds,978.51
2025-01-23,debit,gambling,3012.14
2025-04-21,credit,refunds,3131.05
2024-07-06,debit,shopping,3202.1
2025-02-07,credit,bank transfer,1582.64
2024-12-28,credit,investments returns,2388.19
2024-07-28,debit,shopping,4285.2
2024-05-31,debit,education,539.52
2024-12-08,credit,investments returns,4466.6
2024-05-11,debit,medical,571.89
2024-08-29,debit,personal,855.67
2024-09-22,debit,personal,1009.08
2024-12-06,credit,bank transfer,131.89
2024-11-26,debit,gambling,1978.78
2024-05-15,credit,refunds,993.07
2024-09-21,debit,shopping,4039.68
2024-06-06,debit,education,2499.84
2025-01-19,debit,personal,627.34
2025-03-25,credit,bank transfer,4843.97
2024-07-25,debit,personal,4195.63
2024-08-28,debit,education,547.62
2024-12-31,debit,gambling,3729.03
2025-02-19,credit,investments returns,3549.23
2024-12-16,credit,salary,2231.4
2024-12-09,credit,refunds,2199.82
2024-05-25,debit,personal,2938.39
2024-12-28,debit,education,4772.91
2024-11-21,credit,gambling,1589.01
2025-02-13,credit,investments returns,1764.23
2025-02-03,credit,gambling,3626.57
2025-05-06,debit,medical,3262.18
2024-12-03,debit,personal,3747.37
2025-01-02,debit,finance,573.31
2024-12-30,debit,gambling,436.77
2024-05-30,credit,investments returns,4332.0
2025-02-10,debit,finance,4460.91
2024-12-17,credit,gambling,4917.63
2024-11-30,credit,gambling,3805.49
2024-06-01,debit,shopping,3936.93
2025-03-03,debit,shopping,198.56
2024-11-21,debit,finance,1236.93
2025-02-15,credit,bank transfer,4207.14
2024-11-29,debit,shopping,1286.78
2025-01-02,credit,refunds,2213.73
2024-05-21,debit,gambling,4377.18
2024-07-17,debit,gambling,1814.0
2024-08-01,debit,education,870.33
2025-01-06,debit,finance,2821.47
2024-07-19,credit,bank transfer,4841.72
2024-09-18,credit,salary,4350.7
2025-04-20,credit,investments returns,392.46
2025-02-10,debit,education,2751.45
2024-07-21,credit,salary,1494.97
2024-11-17,debit,personal,2932.02
2024-09-17,debit,gambling,3031.38
2025-05-04,debit,shopping,3152.06
2024-11-06,credit,bank transfer,1769.23
2025-03-05,credit,refunds,3661.33
2024-07-19,debit,education,4950.22
2024-06-02,debit,medical,2456.69
2024-07-22,credit,government benefits,235.94
2024-12-28,debit,personal,523.85
2024-08-16,debit,medical,1591.83
2024-09-02,debit,gambling,1381.43
2025-03-26,credit,gambling,2884.09
2024-06-08,credit,gambling,993.08
2024-10-05,credit,refunds,2348.15
2024-10-10,debit,medical,1355.39
2024-05-21,credit,salary,2495.62
2025-04-13,debit,gambling,1377.95
2024-10-04,debit,medical,685.8
2025-03-29,credit,salary,3360.49
2024-07-03,credit,government benefits,4831.83
2025-02-23,debit,medical,3885.57
2024-11-19,debit,medical,2417.61
2024-09-10,credit,investments returns,3030.72
2024-08-04,credit,bank transfer,785.13
2024-12-15,debit,gambling,575.24
2024-05-23,credit,gambling,4512.4
2024-06-27,credit,bank transfer,1252.46
2024-05-30,credit,refunds,2411.51
2024-09-25,debit,finance,3636.37
2024-06-19,credit,bank transfer,2511.21
2024-07-20,credit,government benefits,1369.76
2025-01-06,debit,medical,167.38
2024-11-07,debit,personal,2546.28
2024-10-28,credit,gambling,1137.13
2024-07-16,credit,bank transfer,4130.77
2024-08-20,debit,finance,907.28
2024-11-09,debit,shopping,2791.67
2025-03-27,credit,refunds,4085.35
2025-04-11,credit,salary,2530.51
2025-01-09,debit,medical,4618.57
2025-04-12,debit,education,1744.42
2025-03-11,credit,government benefits,3436.95
2024-09-20,credit,refunds,2177.44
2024-05-23,debit,gambling,1537.98
2024-10-22,credit,gambling,2588.26
2025-04-30,debit,finance,292.27
2025-01-13,credit,bank transfer,3676.61
2024-11-15,credit,gambling,4804.43
2025-04-03,debit,education,4767.36
2024-05-27,credit,bank transfer,4798.44
2024-11-07,debit,personal,3958.29
2024-08-06,debit,finance,3058.78
2024-11-29,credit,salary,1722.44
2025-05-03,debit,finance,3530.34
2024-07-31,credit,bank transfer,3939.12
2024-11-28,debit,gambling,2125.01
2024-11-13,debit,education,2712.76
2024-11-22,debit,education,1325.56
2024-08-30,credit,refunds,4639.33
2024-11-09,credit,gambling,4966.86
2025-03-21,credit,salary,845.55
2024-06-30,debit,shopping,4341.68
2025-03-31,credit,salary,994.82
2024-10-09,debit,gambling,4464.59
2024-11-04,credit,refunds,686.51
2025-02-23,debit,finance,2154.91
2024-07-15,credit,refunds,1572.6
2024-06-08,credit,salary,2252.71
2024-12-06,debit,medical,2477.43
2024-09-14,debit,shopping,4464.64
2025-02-05,debit,personal,4104.04
2024-12-08,debit,education,1996.7
2024-06-13,debit,finance,3234.26
2024-06-03,credit,salary,2970.63
2025-04-17,credit,refunds,4873.15
2024-11-21,debit,medical,2546.72
2024-05-17,credit,salary,4454.75
2025-04-16,credit,refunds,1904.09
2024-11-10,debit,shopping,96.88
2025-04-10,credit,gambling,1789.25
2024-09-07,credit,gambling,4965.5
2024-06-20,credit,government benefits,1078.83
2025-04-17,credit,salary,829.77
2024-07-30,debit,finance,87.71
2024-12-26,debit,education,2175.88
2024-06-03,credit,bank transfer,4360.56
2024-07-25,debit,finance,2936.35
2024-10-26,debit,personal,4481.4
2024-10-25,debit,shopping,1153.09
2024-09-28,debit,personal,3106.84
2024-11-22,debit,shopping,2411.81
2024-08-14,credit,bank transfer,3643.22
2024-12-07,debit,gambling,4192.63
2025-05-04,credit,government benefits,407.85
2024-12-27,credit,gambling,379.99
2024-08-01,credit,investments returns,4060.11
2025-04-28,debit,finance,308.84
2024-07-01,credit,bank transfer,1975.31
2024-06-27,credit,salary,1067.72
2024-11-06,debit,finance,1386.08
2025-01-10,debit,medical,1813.73
2024-08-07,credit,refunds,1228.49
2024-09-12,credit,government benefits,1233.16
2025-03-24,credit,salary,4793.8
2024-10-30,credit,salary,654.44
2024-10-20,credit,salary,1973.3
2025-01-27,credit,salary,2352.98
2024-12-17,credit,investments returns,1964.54
2024-11-19,debit,medical,3399.34
2024-07-08,debit,gambling,21.53
2024-12-02,debit,gambling,478.18
2024-08-21,debit,gambling,4125.7
2024-06-23,debit,personal,1623.22
2024-06-06,credit,gambling,1436.28
2024-06-22,credit,salary,1677.54
2025-01-14,credit,salary,2564.28
2024-06-07,debit,gambling,1466.3
2025-01-12,credit,gambling,344.35
2025-01-05,credit,gambling,2885.5
2024-09-17,credit,bank transfer,997.68
2024-09-08,credit,refunds,1438.32
2024-09-16,debit,finance,3247.7
2025-04-30,debit,gambling,1397.5
2024-12-10,debit,finance,254.35
2024-09-30,debit,shopping,79.25
2024-05-18,credit,bank transfer,869.04
2024-08-17,credit,refunds,4068.24
2024-07-29,debit,shopping,2127.47
2025-02-05,credit,gambling,4401.07
2024-12-31,credit,investments returns,2325.35
2024-11-07,credit,investments returns,217.63
2024-07-03,credit,government benefits,466.57
2025-04-06,credit,government benefits,3815.19
2025-03-29,credit,government benefits,3774.47
2025-01-24,credit,government benefits,1841.03
2024-09-10,debit,finance,2071.15
2025-01-11,credit,government benefits,332.21
2025-02-05,credit,gambling,3596.67
2024-10-04,credit,refunds,1662.22
2024-07-22,debit,shopping,2803.41
2024-06-26,debit,education,1873.52
2024-11-08,credit,gambling,3317.18
2025-03-28,credit,gambling,2848.83
2024-12-09,credit,investments returns,4023.4
2024-09-30,debit,gambling,3290.92
2024-06-18,credit,refunds,4224.79
2024-09-22,credit,salary,1543.88
2024-09-22,credit,gambling,1616.2
2024-11-01,debit,finance,1630.86
2024-08-03,credit,gambling,3409.91
2025-03-14,credit,gambling,1970.26
2024-11-26,debit,shopping,4313.47
2024-08-12,debit,finance,2280.27
2024-05-29,debit,gambling,4629.0
2025-03-29,debit,education,3147.62
2025-03-09,debit,gambling,1792.45
2024-06-24,debit,personal,3046.84
2024-11-27,credit,gambling,1309.91
2025-03-08,credit,government benefits,1990.46
2024-05-11,credit,investments returns,4581.91
2025-03-06,credit,salary,91.86
2025-02-02,credit,salary,3916.37
2025-03-21,credit,government benefits,2182.56
2025-01-11,credit,salary,3208.78
2024-11-18,debit,shopping,1505.62
2024-10-05,credit,refunds,1132.61
2025-01-01,credit,refunds,1136.43
2024-08-24,credit,government benefits,3249.48
2025-01-26,credit,bank transfer,3964.43
2024-10-15,debit,education,2357.74
2024-08-30,credit,investments returns,2299.32
2024-11-05,debit,gambling,4495.6
2024-06-30,credit,salary,4808.86
2025-01-30,credit,gambling,196.21
2025-03-02,credit,investments returns,1847.3
2024-09-15,debit,education,2157.57
2024-09-07,credit,investments returns,2274.03
2024-08-27,debit,gambling,458.84
2025-01-14,debit,education,3072.19
2024-12-26,debit,gambling,4628.25
2025-02-07,credit,gambling,2194.77
2024-12-17,debit,education,2274.41
2025-01-24,debit,education,292.68
2024-11-05,debit,medical,4816.99
2024-05-31,debit,gambling,36.36
2024-06-21,credit,investments returns,124.61
2024-05-23,debit,medical,3922.06
2025-01-27,credit,government benefits,4088.14
2025-03-22,credit,salary,2353.56
2025-02-21,debit,shopping,2274.34
2024-12-04,credit,gambling,3259.3
2025-04-29,debit,medical,4407.49
2024-12-16,debit,medical,1920.74
2024-11-29,credit,bank transfer,169.83
2024-10-17,debit,shopping,1857.93
2025-01-15,credit,gambling,3769.55
2024-06-03,debit,education,934.86
2024-08-05,debit,education,4435.74
2025-04-24,debit,gambling,1064.08
2024-12-16,credit,investments returns,781.31
